Customer_ID;Date_purchase;m
169;02/09/2014;637,00
169;30/12/2014;616,00
169;18/12/2014;42,00
169;09/11/2014;616,00
169;03/12/2014;233,00
169;02/12/2014;42,00
169;18/11/2014;233,00
169;25/12/2014;170,00
169;20/11/2014;148,00
169;06/01/2015;212,00
175;26/07/2014;312,00
175;25/07/2014;661,00
175;16/08/2014;817,00
185;17/07/2014;368,00
185;21/08/2014;234,00
185;19/10/2014;33,00
185;30/07/2014;402,00
185;25/08/2014;838,00
185;17/09/2014;1006,00
185;21/11/2014;737,00
194;03/07/2014;153,00
194;03/07/2014;220,00
197;25/12/2014;470,00
197;16/10/2014;294,00
197;20/07/2014;39,00
197;08/11/2014;48,00
197;03/09/2014;274,00
197;15/09/2014;137,00
197;28/11/2014;411,00
197;04/08/2014;137,00
197;25/10/2014;509,00
197;26/12/2014;333,00
198;31/07/2014;374,00
198;29/07/2014;241,00
198;02/12/2014;267,00
198;28/11/2014;160,00
198;09/12/2014;187,00
198;29/07/2014;481,00
198;15/10/2014;321,00
198;03/07/2014;374,00
198;10/01/2015;133,00
202;15/08/2014;70,00
202;11/07/2014;117,00
202;15/07/2014;352,00
202;31/07/2014;38,00
202;15/08/2014;681,00
205;04/08/2014;201,00
205;09/07/2014;31,00
205;19/07/2014;302,00
205;31/07/2014;112,00
205;08/07/2014;67,00
205;06/08/2014;279,00
205;31/07/2014;313,00
205;01/07/2014;33,00
205;21/07/2014;134,00
205;08/08/2014;201,00
205;20/07/2014;167,00
205;13/08/2014;201,00
206;02/08/2014;405,00
206;07/09/2014;80,00
206;23/08/2014;296,00
206;28/08/2014;728,00
206;10/09/2014;459,00
206;23/09/2014;432,00
206;05/09/2014;539,00
206;29/09/2014;513,00
208;04/07/2014;162,00
209;06/09/2014;473,00
209;14/08/2014;573,00
209;24/08/2014;274,00
209;23/09/2014;348,00
209;18/07/2014;548,00
209;08/09/2014;274,00
209;09/11/2014;573,00
211;14/10/2014;1447,00
211;08/01/2015;7236,00
212;01/07/2014;661,00
212;06/07/2014;275,00
214;13/08/2014;314,00
214;01/08/2014;544,00
214;01/08/2014;800,00
214;22/07/2014;285,00
214;03/07/2014;32,00
214;28/09/2014;200,00
215;06/07/2014;250,00
215;06/07/2014;73,00
215;07/07/2014;29,00
216;08/07/2014;81,00
217;07/10/2014;636,00
217;11/10/2014;45,00
217;20/11/2014;636,00
221;04/07/2014;365,00
221;15/07/2014;167,00
221;09/07/2014;289,00
221;06/07/2014;136,00
221;04/07/2014;167,00
221;04/07/2014;198,00
221;05/07/2014;410,00
221;15/07/2014;350,00
221;06/07/2014;380,00
221;15/07/2014;49,00
222;22/08/2014;1081,00
222;13/07/2014;946,00
222;17/07/2014;180,00
222;06/08/2014;1081,00
222;07/07/2014;721,00
222;04/07/2014;135,00
222;19/07/2014;315,00
222;20/07/2014;45,00
222;30/07/2014;450,00
222;15/08/2014;1352,00
222;04/07/2014;270,00
222;23/08/2014;946,00
223;11/08/2014;441,00
223;29/08/2014;45,00
223;20/08/2014;77,00
223;13/09/2014;104,00
223;09/10/2014;42,00
224;15/07/2014;465,00
224;16/07/2014;297,00
226;16/07/2014;342,00
227;14/07/2014;224,00
227;14/07/2014;77,00
227;04/07/2014;77,00
227;01/07/2014;258,00
227;17/07/2014;249,00
227;17/07/2014;172,00
228;06/07/2014;200,00
228;30/08/2014;435,00
228;17/08/2014;217,00
228;06/08/2014;184,00
228;21/09/2014;134,00
229;20/07/2014;268,00
230;31/07/2014;527,00
230;13/07/2014;252,00
230;16/10/2014;703,00
230;07/09/2014;428,00
230;19/09/2014;276,00
230;05/10/2014;40,00
230;02/09/2014;201,00
230;18/09/2014;351,00
230;26/08/2014;226,00
230;09/07/2014;628,00
230;26/08/2014;603,00
230;18/09/2014;125,00
230;21/07/2014;276,00
230;21/10/2014;276,00
231;01/09/2014;413,00
231;06/09/2014;798,00
231;13/09/2014;798,00
231;17/09/2014;192,00
231;21/09/2014;441,00
231;14/09/2014;220,00
231;04/09/2014;275,00
231;06/09/2014;770,00
231;11/09/2014;688,00
231;18/09/2014;137,00
231;03/09/2014;577,00
231;07/09/2014;825,00
231;16/09/2014;441,00
231;17/09/2014;192,00
231;19/09/2014;110,00
231;20/09/2014;220,00
231;03/09/2014;605,00
231;06/09/2014;302,00
231;21/09/2014;165,00
232;18/07/2014;911,00
232;23/07/2014;911,00
233;29/09/2014;602,00
233;02/10/2014;637,00
236;28/07/2014;222,00
236;16/09/2014;241,00
237;29/07/2014;169,00
238;11/07/2014;758,00
238;04/11/2014;801,00
239;01/11/2014;288,00
239;30/11/2014;265,00
239;16/11/2014;509,00
239;23/12/2014;642,00
239;04/11/2014;354,00
239;03/11/2014;288,00
239;24/11/2014;66,00
239;29/12/2014;243,00
240;03/07/2014;566,00
240;09/07/2014;387,00
240;13/11/2014;746,00
240;16/11/2014;283,00
240;17/08/2014;283,00
240;23/10/2014;77,00
240;14/08/2014;360,00
240;14/07/2014;180,00
240;16/10/2014;490,00
240;12/11/2014;128,00
240;19/07/2014;180,00
240;01/09/2014;283,00
240;03/10/2014;670,00
240;15/10/2014;695,00
240;20/11/2014;438,00
242;30/09/2014;437,00
242;07/10/2014;470,00
242;18/10/2014;81,00
242;29/10/2014;32,00
242;05/11/2014;454,00
242;11/10/2014;470,00
242;09/11/2014;454,00
242;02/10/2014;324,00
242;01/11/2014;226,00
242;30/10/2014;260,00
242;14/10/2014;307,00
242;23/10/2014;324,00
242;11/10/2014;226,00
242;07/10/2014;324,00
242;14/11/2014;81,00
242;05/12/2014;372,00
242;11/12/2014;162,00
243;28/07/2014;249,00
243;09/07/2014;290,00
243;01/08/2014;498,00
244;20/07/2014;213,00
244;20/07/2014;41,00
244;23/07/2014;213,00
244;01/08/2014;344,00
244;28/07/2014;114,00
244;24/07/2014;29,00
244;31/07/2014;246,00
244;22/07/2014;426,00
244;30/07/2014;32,00
244;01/08/2014;328,00
246;09/07/2014;261,00
246;30/07/2014;731,00
246;04/09/2014;339,00
246;08/08/2014;104,00
246;30/07/2014;522,00
246;20/09/2014;731,00
246;22/09/2014;574,00
246;06/10/2014;314,00
246;06/10/2014;496,00
246;08/11/2014;208,00
246;11/09/2014;208,00
246;14/10/2014;208,00
246;07/08/2014;287,00
246;28/10/2014;496,00
246;12/07/2014;470,00
246;24/10/2014;261,00
246;19/10/2014;31,00
246;24/10/2014;678,00
246;21/11/2014;182,00
247;26/07/2014;29,00
247;01/07/2014;74,00
247;19/07/2014;224,00
247;01/08/2014;224,00
247;03/08/2014;104,00
248;19/08/2014;240,00
248;03/07/2014;479,00
248;20/08/2014;479,00
248;26/08/2014;159,00
249;07/08/2014;586,00
249;03/09/2014;782,00
249;17/10/2014;117,00
249;29/09/2014;703,00
249;21/10/2014;1056,00
253;25/07/2014;31,00
253;13/08/2014;29,00
253;11/09/2014;326,00
253;23/10/2014;280,00
253;06/10/2014;342,00
253;03/08/2014;234,00
253;11/08/2014;373,00
253;28/07/2014;466,00
253;25/07/2014;342,00
253;15/10/2014;186,00
253;29/11/2014;46,00
254;01/10/2014;404,00
254;24/08/2014;112,00
254;08/10/2014;202,00
254;04/09/2014;291,00
254;12/11/2014;381,00
254;06/07/2014;224,00
254;30/07/2014;516,00
254;31/08/2014;157,00
254;24/08/2014;179,00
254;01/07/2014;157,00
254;03/08/2014;516,00
254;29/07/2014;68,00
254;15/11/2014;179,00
255;15/11/2014;1104,00
255;18/11/2014;1052,00
255;19/11/2014;1209,00
255;16/11/2014;1104,00
255;18/11/2014;263,00
255;22/11/2014;157,00
255;18/11/2014;631,00
255;17/11/2014;210,00
255;16/11/2014;315,00
255;16/11/2014;1158,00
255;20/11/2014;1052,00
255;21/11/2014;473,00
255;21/11/2014;736,00
255;15/11/2014;157,00
255;19/11/2014;1158,00
255;16/11/2014;1420,00
255;22/11/2014;946,00
256;06/11/2014;574,00
256;14/11/2014;43,00
256;08/11/2014;574,00
256;14/11/2014;459,00
256;15/11/2014;229,00
256;08/11/2014;210,00
256;17/11/2014;517,00
257;15/09/2014;204,00
257;15/09/2014;229,00
257;07/11/2014;714,00
257;23/10/2014;204,00
257;06/10/2014;357,00
257;30/10/2014;127,00
257;06/10/2014;586,00
257;15/11/2014;714,00
257;21/09/2014;459,00
257;20/10/2014;663,00
257;28/11/2014;331,00
257;10/11/2014;612,00
257;19/10/2014;637,00
257;25/09/2014;153,00
257;19/11/2014;510,00
257;29/11/2014;739,00
257;07/10/2014;714,00
257;09/10/2014;561,00
257;02/12/2014;331,00
258;01/07/2014;77,00
258;01/07/2014;267,00
258;07/07/2014;369,00
258;12/07/2014;178,00
260;30/08/2014;532,00
260;10/09/2014;163,00
260;11/09/2014;450,00
260;08/10/2014;225,00
260;10/10/2014;491,00
260;09/10/2014;163,00
260;26/09/2014;450,00
260;13/09/2014;102,00
260;29/09/2014;184,00
260;11/09/2014;143,00
260;31/08/2014;327,00
260;24/09/2014;204,00
260;09/10/2014;204,00
260;31/08/2014;286,00
260;01/09/2014;470,00
260;10/09/2014;368,00
260;19/10/2014;163,00
261;13/07/2014;128,00
261;23/07/2014;169,00
261;02/07/2014;59,00
261;23/07/2014;119,00
262;17/10/2014;348,00
262;02/11/2014;491,00
262;28/10/2014;204,00
262;05/11/2014;450,00
262;27/08/2014;368,00
262;06/09/2014;184,00
262;10/11/2014;245,00
262;27/09/2014;184,00
262;17/11/2014;429,00
263;08/07/2014;325,00
263;14/09/2014;325,00
263;29/07/2014;108,00
263;15/12/2014;1086,00
264;25/08/2014;148,00
264;28/08/2014;127,00
264;17/10/2014;531,00
264;22/10/2014;233,00
264;25/08/2014;276,00
264;30/08/2014;403,00
264;23/10/2014;191,00
265;13/09/2014;491,00
265;03/12/2014;93,00
265;16/09/2014;397,00
265;24/11/2014;46,00
265;06/11/2014;701,00
265;03/12/2014;631,00
265;24/11/2014;116,00
265;03/12/2014;584,00
266;16/07/2014;149,00
266;05/07/2014;122,00
266;14/07/2014;112,00
266;19/08/2014;48,00
266;27/07/2014;93,00
266;04/08/2014;187,00
266;13/08/2014;93,00
266;11/08/2014;35,00
266;15/08/2014;47,00
266;23/08/2014;160,00
267;05/07/2014;665,00
267;27/07/2014;221,00
267;06/08/2014;221,00
268;15/08/2014;552,00
269;02/07/2014;162,00
269;04/07/2014;133,00
269;12/07/2014;33,00
270;13/08/2014;478,00
270;09/07/2014;199,00
270;16/08/2014;318,00
271;15/09/2014;428,00
271;14/07/2014;241,00
271;29/09/2014;428,00
271;26/07/2014;223,00
271;25/08/2014;130,00
271;04/07/2014;465,00
271;10/10/2014;260,00
272;15/07/2014;2318,00
273;18/10/2014;254,00
273;21/10/2014;119,00
273;14/11/2014;329,00
273;24/11/2014;433,00
273;10/11/2014;179,00
273;16/12/2014;29,00
273;07/11/2014;404,00
273;18/12/2014;225,00
273;19/10/2014;254,00
273;29/10/2014;344,00
273;26/11/2014;404,00
273;21/12/2014;225,00
273;28/10/2014;164,00
273;12/11/2014;329,00
273;27/10/2014;29,00
273;27/11/2014;344,00
273;24/11/2014;299,00
273;24/11/2014;209,00
273;21/12/2014;344,00
274;03/07/2014;1334,00
274;13/10/2014;1667,00
275;08/08/2014;537,00
275;09/08/2014;39,00
275;22/07/2014;378,00
275;25/07/2014;497,00
275;31/07/2014;318,00
275;12/07/2014;398,00
275;23/08/2014;79,00
276;18/07/2014;209,00
276;06/07/2014;400,00
276;16/07/2014;52,00
276;10/07/2014;452,00
276;10/08/2014;156,00
276;27/07/2014;313,00
276;18/08/2014;470,00
277;19/08/2014;57,00
278;08/07/2014;42,00
278;14/08/2014;165,00
278;02/09/2014;238,00
278;12/07/2014;367,00
278;02/08/2014;238,00
278;19/08/2014;476,00
278;19/08/2014;183,00
278;07/09/2014;45,00
278;15/09/2014;35,00
279;07/09/2014;408,00
279;15/07/2014;213,00
279;14/08/2014;136,00
279;29/07/2014;544,00
279;29/09/2014;77,00
279;12/08/2014;252,00
279;08/09/2014;194,00
279;24/08/2014;273,00
279;04/10/2014;330,00
279;17/11/2014;369,00
280;10/10/2014;336,00
280;11/10/2014;230,00
280;24/10/2014;230,00
280;15/10/2014;35,00
280;18/10/2014;177,00
280;30/10/2014;336,00
280;24/10/2014;159,00
280;23/10/2014;142,00
280;07/11/2014;461,00
280;07/11/2014;212,00
281;20/07/2014;226,00
281;14/08/2014;347,00
281;23/07/2014;408,00
281;01/08/2014;317,00
281;24/07/2014;317,00
281;06/09/2014;362,00
281;08/08/2014;302,00
281;10/08/2014;211,00
281;03/09/2014;438,00
281;30/09/2014;60,00
281;02/07/2014;453,00
281;12/10/2014;166,00
283;02/09/2014;746,00
283;02/11/2014;298,00
283;06/10/2014;1716,00
283;24/09/2014;1791,00
283;13/09/2014;597,00
283;27/10/2014;2089,00
283;14/11/2014;2089,00
283;06/09/2014;74,00
283;17/09/2014;1344,00
283;24/10/2014;1268,00
283;23/11/2014;1119,00
284;29/07/2014;268,00
284;18/09/2014;465,00
284;26/09/2014;322,00
285;23/09/2014;49,00
285;04/08/2014;489,00
285;26/07/2014;88,00
285;18/07/2014;66,00
285;13/08/2014;222,00
285;11/09/2014;222,00
285;06/10/2014;266,00
286;08/07/2014;510,00
286;10/07/2014;266,00
286;11/09/2014;66,00
286;27/08/2014;110,00
286;25/08/2014;444,00
286;20/08/2014;377,00
286;30/11/2014;510,00
288;03/07/2014;454,00
290;17/11/2014;450,00
290;21/11/2014;518,00
290;22/12/2014;540,00
290;29/11/2014;540,00
290;23/12/2014;586,00
290;13/12/2014;608,00
290;11/12/2014;563,00
290;19/11/2014;40,00
290;24/11/2014;450,00
290;05/12/2014;248,00
290;04/12/2014;428,00
290;06/12/2014;180,00
290;03/12/2014;473,00
290;10/12/2014;563,00
290;21/11/2014;495,00
290;05/12/2014;270,00
290;26/11/2014;586,00
290;20/12/2014;45,00
290;23/12/2014;586,00
291;09/07/2014;53,00
291;21/08/2014;187,00
291;12/08/2014;180,00
291;28/07/2014;167,00
291;21/08/2014;35,00
291;13/08/2014;167,00
291;25/08/2014;174,00
292;06/09/2014;436,00
293;26/07/2014;425,00
293;01/09/2014;489,00
293;20/09/2014;425,00
293;18/08/2014;107,00
293;04/10/2014;638,00
293;31/08/2014;297,00
293;20/08/2014;127,00
293;23/09/2014;319,00
293;22/09/2014;63,00
293;14/08/2014;234,00
293;12/10/2014;425,00
294;08/07/2014;122,00
294;14/07/2014;502,00
294;11/07/2014;226,00
294;29/07/2014;122,00
295;22/09/2014;278,00
295;13/10/2014;69,00
295;17/10/2014;43,00
295;26/08/2014;231,00
295;30/09/2014;486,00
295;12/10/2014;439,00
295;11/08/2014;254,00
295;22/10/2014;486,00
296;31/10/2014;195,00
296;26/11/2014;169,00
296;13/11/2014;327,00
296;16/11/2014;234,00
296;01/12/2014;117,00
296;05/11/2014;52,00
296;08/11/2014;92,00
296;05/11/2014;391,00
296;09/11/2014;287,00
296;21/11/2014;221,00
296;26/11/2014;52,00
296;30/11/2014;156,00
296;22/11/2014;43,00
296;09/11/2014;234,00
296;16/11/2014;169,00
296;23/11/2014;39,00
296;09/11/2014;391,00
296;02/12/2014;182,00
297;14/12/2014;349,00
297;06/11/2014;466,00
297;18/12/2014;30,00
297;23/11/2014;449,00
297;18/07/2014;399,00
297;19/11/2014;299,00
297;15/07/2014;417,00
297;19/11/2014;49,00
297;02/09/2014;116,00
297;19/12/2014;417,00
297;24/07/2014;32,00
297;26/12/2014;233,00
298;08/10/2014;273,00
298;08/08/2014;495,00
298;04/12/2014;187,00
298;27/08/2014;290,00
298;09/11/2014;153,00
298;30/11/2014;426,00
298;14/07/2014;324,00
298;30/08/2014;324,00
298;02/10/2014;30,00
298;11/08/2014;51,00
298;03/08/2014;392,00
298;07/07/2014;341,00
298;09/12/2014;238,00
299;29/08/2014;47,00
299;01/08/2014;165,00
299;21/10/2014;237,00
299;05/09/2014;354,00
299;15/07/2014;425,00
299;03/10/2014;283,00
299;19/07/2014;449,00
299;01/11/2014;472,00
299;01/11/2014;283,00
300;18/10/2014;1018,00
300;26/09/2014;1342,00
300;23/10/2014;555,00
300;27/11/2014;1157,00
300;23/07/2014;787,00
300;25/09/2014;371,00
300;08/11/2014;648,00
300;03/09/2014;277,00
300;06/10/2014;277,00
300;10/10/2014;462,00
300;12/12/2014;139,00
301;23/08/2014;208,00
301;01/09/2014;43,00
301;03/07/2014;183,00
301;26/09/2014;245,00
302;27/11/2014;394,00
302;07/12/2014;157,00
302;04/12/2014;184,00
302;06/12/2014;472,00
302;30/11/2014;262,00
302;04/12/2014;341,00
302;06/12/2014;210,00
302;01/12/2014;131,00
302;05/12/2014;394,00
302;04/12/2014;761,00
302;06/12/2014;656,00
302;27/11/2014;761,00
302;30/11/2014;288,00
302;01/12/2014;262,00
302;08/12/2014;788,00
302;29/11/2014;52,00
302;02/12/2014;735,00
302;09/12/2014;105,00
303;16/12/2014;1642,00
304;18/08/2014;767,00
305;19/11/2014;1749,00
305;23/11/2014;4374,00
305;24/11/2014;3499,00
306;04/08/2014;294,00
306;12/12/2014;324,00
306;14/08/2014;277,00
306;25/08/2014;169,00
306;20/09/2014;370,00
306;09/08/2014;46,00
306;03/09/2014;355,00
306;15/11/2014;308,00
306;07/09/2014;339,00
306;29/08/2014;46,00
306;28/10/2014;386,00
306;16/10/2014;247,00
306;21/10/2014;277,00
306;13/12/2014;386,00
306;26/09/2014;339,00
306;23/08/2014;200,00
306;28/12/2014;138,00
306;28/12/2014;200,00
307;20/11/2014;342,00
307;10/09/2014;1321,00
307;20/09/2014;293,00
307;09/07/2014;1174,00
307;14/12/2014;1370,00
307;14/11/2014;783,00
307;20/08/2014;1223,00
307;05/10/2014;734,00
307;23/10/2014;195,00
307;26/12/2014;244,00
308;20/11/2014;2885,00
309;01/10/2014;449,00
310;02/09/2014;34,00
310;05/10/2014;406,00
310;17/08/2014;813,00
310;11/10/2014;237,00
311;16/09/2014;297,00
311;21/07/2014;347,00
311;10/10/2014;99,00
311;11/12/2014;570,00
311;01/01/2015;99,00
312;18/08/2014;371,00
312;03/09/2014;85,00
312;09/09/2014;270,00
313;20/11/2014;1077,00
314;04/07/2014;67,00
314;09/10/2014;878,00
314;02/07/2014;642,00
314;21/08/2014;270,00
314;10/09/2014;540,00
314;10/07/2014;405,00
314;11/09/2014;202,00
314;22/09/2014;236,00
314;12/10/2014;642,00
315;28/08/2014;347,00
315;03/11/2014;1043,00
315;17/07/2014;347,00
315;17/09/2014;1193,00
315;02/10/2014;248,00
315;26/12/2014;546,00
316;06/07/2014;364,00
316;10/07/2014;475,00
316;13/08/2014;206,00
317;30/08/2014;586,00
317;02/08/2014;586,00
317;02/08/2014;30,00
317;12/12/2014;30,00
318;27/11/2014;415,00
318;16/12/2014;191,00
318;17/12/2014;351,00
318;01/12/2014;271,00
318;01/12/2014;479,00
318;11/12/2014;207,00
318;05/12/2014;79,00
318;27/11/2014;415,00
318;29/11/2014;95,00
318;17/12/2014;191,00
319;24/07/2014;378,00
319;17/09/2014;432,00
319;17/07/2014;918,00
319;01/09/2014;108,00
319;23/09/2014;1404,00
320;13/11/2014;2305,00
321;23/08/2014;1579,00
322;06/08/2014;506,00
322;01/09/2014;108,00
322;27/08/2014;904,00
322;08/08/2014;73,00
322;24/08/2014;253,00
322;07/08/2014;73,00
322;06/09/2014;108,00
322;13/08/2014;73,00
322;08/08/2014;253,00
322;20/08/2014;542,00
322;29/08/2014;36,00
322;04/09/2014;506,00
322;12/09/2014;217,00
323;25/08/2014;405,00
323;29/08/2014;231,00
323;09/09/2014;174,00
323;30/08/2014;420,00
323;06/09/2014;86,00
323;03/09/2014;131,00
323;03/09/2014;72,00
323;29/08/2014;86,00
323;02/09/2014;188,00
323;28/08/2014;405,00
323;29/08/2014;362,00
323;13/09/2014;275,00
323;04/09/2014;289,00
323;27/08/2014;260,00
323;10/09/2014;275,00
323;29/08/2014;333,00
323;27/08/2014;145,00
323;06/09/2014;231,00
323;13/09/2014;304,00
324;20/09/2014;217,00
324;24/10/2014;333,00
324;30/09/2014;420,00
324;06/10/2014;289,00
324;05/10/2014;434,00
324;10/10/2014;188,00
324;15/10/2014;304,00
324;09/10/2014;145,00
324;30/09/2014;101,00
324;14/10/2014;333,00
324;22/10/2014;362,00
324;07/10/2014;246,00
324;30/09/2014;260,00
324;24/09/2014;362,00
324;12/10/2014;376,00
324;06/10/2014;32,00
324;28/09/2014;57,00
324;26/10/2014;202,00
325;13/08/2014;500,00
325;11/07/2014;965,00
325;04/07/2014;35,00
325;08/07/2014;857,00
325;05/08/2014;1071,00
325;06/09/2014;428,00
325;09/08/2014;392,00
325;14/10/2014;392,00
326;20/09/2014;804,00
326;13/08/2014;614,00
326;09/09/2014;1324,00
326;22/10/2014;94,00
327;08/09/2014;442,00
327;22/07/2014;773,00
327;12/08/2014;663,00
327;04/10/2014;148,00
327;04/10/2014;810,00
327;02/01/2015;368,00
327;24/08/2014;478,00
327;12/08/2014;773,00
327;10/11/2014;810,00
327;03/01/2015;700,00
328;02/11/2014;488,00
328;19/09/2014;901,00
328;08/07/2014;300,00
328;07/08/2014;600,00
328;15/11/2014;863,00
328;26/08/2014;901,00
328;11/11/2014;450,00
328;01/07/2014;638,00
328;11/08/2014;825,00
328;20/07/2014;262,00
328;03/08/2014;262,00
328;25/07/2014;638,00
328;16/09/2014;863,00
328;24/10/2014;1051,00
328;28/09/2014;375,00
328;19/11/2014;825,00
329;30/10/2014;696,00
329;30/10/2014;928,00
329;13/11/2014;580,00
329;26/11/2014;503,00
329;04/12/2014;774,00
329;07/11/2014;503,00
329;26/11/2014;77,00
329;21/11/2014;890,00
329;17/11/2014;1044,00
329;06/11/2014;464,00
329;21/11/2014;1082,00
329;06/11/2014;1160,00
329;28/11/2014;503,00
329;02/11/2014;1006,00
329;05/12/2014;966,00
329;02/11/2014;580,00
329;06/12/2014;503,00
331;18/07/2014;168,00
331;22/09/2014;1518,00
331;27/07/2014;337,00
331;19/10/2014;675,00
332;23/08/2014;1579,00
334;12/07/2014;332,00
334;16/07/2014;378,00
334;18/07/2014;110,00
334;28/07/2014;94,00
334;20/08/2014;410,00
335;08/07/2014;99,00
335;24/08/2014;431,00
335;08/07/2014;182,00
335;08/08/2014;282,00
335;26/07/2014;415,00
335;17/09/2014;315,00
336;01/11/2014;865,00
336;05/10/2014;1623,00
336;05/11/2014;1298,00
336;28/07/2014;54,00
336;13/07/2014;865,00
336;12/07/2014;432,00
336;31/07/2014;1136,00
336;24/08/2014;1298,00
336;26/12/2014;865,00
337;22/07/2014;247,00
337;16/08/2014;304,00
337;05/08/2014;495,00
337;25/07/2014;456,00
337;07/08/2014;399,00
337;28/08/2014;190,00
337;11/08/2014;476,00
337;09/08/2014;476,00
337;27/07/2014;133,00
337;18/08/2014;437,00
337;04/08/2014;342,00
337;29/07/2014;437,00
337;30/07/2014;456,00
337;08/09/2014;361,00
338;29/07/2014;536,00
339;02/07/2014;536,00
339;03/07/2014;626,00
339;29/07/2014;358,00
340;04/09/2014;147,00
340;25/09/2014;332,00
340;17/07/2014;258,00
340;14/09/2014;307,00
340;14/07/2014;136,00
340;24/09/2014;172,00
340;28/09/2014;147,00
341;17/09/2014;212,00
341;12/08/2014;58,00
341;22/09/2014;242,00
341;01/10/2014;96,00
342;27/07/2014;379,00
342;26/07/2014;280,00
342;26/07/2014;346,00
342;08/08/2014;66,00
342;29/07/2014;247,00
342;12/08/2014;214,00
342;16/08/2014;478,00
343;11/07/2014;367,00
343;19/09/2014;253,00
345;16/10/2014;964,00
346;06/08/2014;137,00
346;20/07/2014;965,00
346;08/07/2014;620,00
346;02/07/2014;137,00
346;10/09/2014;965,00
346;13/10/2014;896,00
346;12/09/2014;655,00
346;06/08/2014;68,00
346;21/09/2014;586,00
346;18/07/2014;586,00
346;27/07/2014;276,00
346;18/10/2014;1034,00
347;16/10/2014;479,00
347;05/11/2014;110,00
347;01/11/2014;811,00
347;12/12/2014;627,00
347;19/12/2014;627,00
347;17/11/2014;1069,00
347;04/12/2014;737,00
347;17/12/2014;1106,00
347;21/11/2014;958,00
347;22/11/2014;774,00
347;21/10/2014;590,00
347;12/11/2014;73,00
347;19/11/2014;737,00
347;16/10/2014;700,00
347;24/11/2014;479,00
347;11/11/2014;885,00
347;08/11/2014;1106,00
347;08/12/2014;37,00
347;20/12/2014;184,00
348;21/07/2014;82,00
348;01/10/2014;1032,00
348;15/07/2014;82,00
348;25/08/2014;743,00
348;01/12/2014;41,00
348;08/07/2014;578,00
348;23/09/2014;619,00
348;09/12/2014;82,00
349;22/09/2014;906,00
349;12/10/2014;483,00
349;27/09/2014;453,00
349;13/10/2014;544,00
349;05/10/2014;664,00
349;18/10/2014;634,00
349;30/09/2014;151,00
349;03/10/2014;272,00
349;23/09/2014;272,00
349;11/10/2014;755,00
349;15/10/2014;241,00
349;27/09/2014;362,00
